,createTime,textExtra_en,desc_en
172,2022-08-22 13:32:55,,The left's delusional mystifications against me continue. Listen to what they came up with this time…
173,2022-08-22 07:07:41,,"Ready to support businesses that create jobs. In Italy taxes on labor are too high. We need to reduce the tax wedge and increase workers' paychecks. As? By making the State pay - under certain conditions - part of the social security contributions paid by the company and the worker. And we need to do more: reward companies that hire, according to the principle of ""the more you hire, the less taxes you pay"", starting from a mechanism of super deduction of the cost of labor for those who increase the number of employees compared to previous years."
174,2022-08-21 07:24:39,,"Ready to enhance sport and healthy lifestyles. How many young people fall victim to deviances such as drugs, alcohol, spirals of violence, when they are left alone? The strongest antidote is sport. Investing in the ""right to sport"" means investing in the future, cultivating talent, fighting drugs, raising new generations of Italians full of those values ​​that only sport can offer and transmit."
175,2022-08-20 08:08:08,,"Agriculture is the example par excellence of the real economy. We possess a heritage of typicality, quality, food safety and care of the territory which must be valorised. We must protect our products and Made in Italy, preventing the introduction of absurd classification systems such as the Nutri-score, designed only to target our agri-food excellence, and forcefully combating the unfair competition of Italian sounding, fake Italian products . Our land is our true wealth."
176,2022-08-18 08:25:07,"madeinitaly, taxes, freedom","Ready to defend those who do business by respecting the rules. Small and medium-sized Italian businesses represent the backbone of our nation and the custodians of #madeinitaly. But the left has treated entrepreneurs, traders and the self-employed as tax evaders regardless, to be fought and harassed with #taxes and bureaucracy. We want to give them back their dignity and the #freedom to do business, to create work and wealth. Let's start by saying enough to illegal practices and unfair competition from ""open and close"" businesses, often foreign. Anyone who wants to come to work in Italy is welcome, but anyone arriving from outside the European Union, before opening the shutter, will have to present a surety to guarantee the payment of taxes. So that everyone can compete on equal terms."
177,2022-08-17 13:04:55,,Will they ever be able to discuss the issues without having to take refuge in daily attempts to demonize their opponent? Well done Guido
178,2022-08-17 07:37:47,"income, citizenship, work","Ready to fight poverty by investing in work. The #citizenshipincome, which cost the State 9 billion, has completely failed as a tool to fight poverty and as an active #work policy measure. For this reason we want to replace it with a tool to protect truly fragile subjects: disabled people, those over 60 and families with dependent minors who have no income. A citizen who can work must be helped to find a job, because the only way to truly defeat poverty is through work, not state welfare."
179,2022-08-16 07:11:20,,
180,2022-08-11 09:08:55,"fratelliditalia, French, English, Spanish","For days in the international press we have been reading articles in which #fratelliditalia is described as a danger to democracy, to Italian, European and international stability. Obviously nothing true. To this narrative, inspired and fueled by the left, I decided to respond with a video that I recorded in #French, #English and #Spanish (I don't venture into German 😂) to better explain who we are and what we want to do. So anyone who really wants to delve deeper, and not be fed by our adversaries, will be able to do so. Those on the left who continue with this narrative will not damage me or FdI but the whole of Italy. And he will take responsibility for it. Ps. The video has already been sent abroad in the full version in a single language depending on the country. We made a collage for you... ☺️"
181,2022-08-05 16:28:13,"young people, work?, hoax",Artificial intelligence and sanctioning system to register our #young people who enter the #job market? Nothing real. Listen to yet another #hoax from the left.
182,2022-08-05 09:27:55,"centre-right, fratelliditalia","I don't accept the story that those who are not left-wing are worthless, that #centre-right voters are illiterate. You don't need a party card to deserve something and I want to restore pride to all those people who, for years, had to hide in order to get where they wanted. #Brothers of Italy"
183,2022-07-22 13:00:43,,"5 years have passed since the Trieste congress. Since that day they have given us up for defeat, for doomed, several times. Yet here we are: ready as never before to give a future and hope to our nation. Come on Brothers of Italy 🇮🇹"
184,2022-07-21 13:22:30,democracy,"Voting is not ""irresponsible"", it is the basis of #democracy. And we are ready."
185,2022-07-04 16:46:40,,"Porro to Letta: “Does Meloni give you shivers? Because, evidently, you risk losing in the elections"" 👏🏻"
186,2022-07-01 15:02:08,iusscholae,"Scoop from the left: ""8 years ago Meloni said she agreed with the #iusscholae while now she is voting against it"". It's a shame, however, that, once again, they were unable to understand a simple text. I'll try to explain it to him again."
187,2022-06-27 09:06:31,elections,"The data from these elections force us to bring Letta back to planet earth. If the Democratic Party is so sure of having won these administrative elections, then it must have the courage to immediately face the political #elections. The Center-Right must return united and compact to win the great challenges that await us."
188,2022-06-22 07:59:33,"school, maturity, exam","We're back in #school, but this time it will be the last. With the #maturity exam, not only an educational journey ends, but also a life journey, made up of emotions, fears and feelings. This #exam will mark your transition to adulthood and to you - girls and boys who will face this important moment - I wish you the most sincere good luck. Strength, determination and courage: tomorrow is yours, live it intensely."
189,2022-06-16 07:45:05,,My response to La7's insults
190,2022-06-14 13:13:52,,"After the great result of Fdi to the administrative, punctual as a clock, the ideological paraphernalia of the left against us starts. They will continue undaunted in their desperate attempt to stop us, but until the Italians are with us they have won it. Because there is no stronger power than the Italian people. PS: the foreign manager of the Democratic Party accuses us of being ""financially supported by Russia"". I pretend to know from Enrico Letta if he shares these statements."
191,2022-06-11 08:15:36,Basic income,"The entirely Italian paradox is that a twenty-year-old boy, who could work, can get up to €780 of #citizenshipincome and a disabled person, however, a pension of €270. Does this seem normal to you? Young people must be able to work to participate in the growth of their community: wealth is not built with a decree, wealth is created by workers and companies"
192,2022-06-08 18:12:41,Viterbo,Thank you little ones ❤️ #viterbo
193,2022-06-06 16:50:15,bocelli,"With the great Maestro Andrea #Bocelli, Italian pride 🇮🇹"
194,2022-06-02 09:59:50,"2 June, Republic Day, Bersaglieri",Long live Italy 🇮🇹 #2nd June #festadellarepubblica #bersaglieri
195,2022-06-01 11:09:01,"Messina, Sicily",Warm welcome in #Messina #Sicily
196,2022-05-06 17:00:19,"fratelliditalia, boldrini","According to the ""democrat"" Laura Boldrini, #fratelliditalia would not have the right to govern even if it won the elections. Listen until the end: in a few minutes I will respond to #Boldrini and show you the true face of the Italian left."
197,2022-05-01 18:13:49,,You will find us ready and with our heads held high. We will challenge you and beat you with a smile and the pride of our ideas.
198,2022-05-01 15:59:33,"fratelliditalia, right","While some journalists have used their time to pass off #fratelliditalia as a party of unpresentable people, we have built a serious, credible, modern, respected #right that has not allowed itself to be pushed into a corner. Let them continue telling fairy tales, in the meantime we'll make history."
199,2022-05-01 12:52:33,,Thank you guys!
200,2022-05-01 11:43:30,,"Italian patriots chart the course of the conservative program. Long live the Brothers of Italy, long live the Italy that does not give up! 🇮🇹"
201,2022-04-30 14:00:56,,"Europe presented itself at the rendezvous of history without a defense, without a foreign policy, incapable of carrying out any diplomatic action. American interference is a European choice and it is a wrong choice."
202,2022-04-30 07:15:20,energytoliberate,Freedom? In the last two years it has been sacrificed due to the incompetence of a certain political class. It's time to say enough. #energytoliberate
203,2022-04-29 19:27:55,energytoliberate,The only reason why we want to get to the top is because from there we know we can look further. #EnergyToLiberate
204,2022-04-29 17:29:11,,"My opening speech has just finished at the Fratelli d'Italia programmatic conference, which you can review on my Facebook page"
205,2022-04-13 13:24:26,"government, dragons","This is a #government that cannot decide anything on an international, national and economic level. A majority that just gets by. So if #Draghi went home, it would be good news."
206,2022-03-31 13:27:11,"politics, Lamorgese","Whether it is inability or lack of #political will, #Lamorgese has failed at everything. What are you waiting for to resign?"
207,2022-03-29 13:21:15,"war, conservative",The din of #war has caused the sandcastle of the progressive narrative to fall. Now more than ever we need a #conservative turning point to face reality again.
208,2022-03-24 12:57:02,Italians,"Always on the same side, that of the #Italians."
209,2022-03-22 19:50:37,hope,"Fratelli d'Italia was right about controlled mechanical ventilation, but no one ever listened to us. #Hope he answers now: why did he never consider the more serious proposal that was made to him?"
210,2022-03-13 10:51:43,"government, dragons","In the #Government documents it is clearly written that the cadastre reform will affect the taxation of the house. Mario #Draghi's reassurances, therefore, are totally unfounded. Yet another social massacre that will worsen an economic situation that is already at its limits for families and businesses. Surreal that the Prime Minister claims the opposite."
211,2022-03-12 08:40:33,,"Some characters try in every way, every day, to paint a version of me that is very different from reality. Too bad for them, lies can easily be proven wrong."
212,2022-03-11 08:13:53,"emergency, government, greenpass, fratelliditalia","In the midst of an international crisis and in full economic #emergency, what will the ""#government of the best"" take care of? Extend the #greenpass. A senseless madness and without any scientific evidence. #Brothers of Italy"
213,2022-03-02 12:15:45,"dragons, emergency, covid","President #Draghi, if you have decided on a state of #emergency for the international crisis, the one for #covid must be removed immediately. It is grotesque to have two states of emergency at the same time and we will not accept that this crisis becomes yet another pretext for trampling on Italian democracy."
214,2022-03-02 08:21:13,,"It's time to call things by their name: recognize the refugee status of those who are actually fleeing from war, taking advantage of repatriating those who are not refugees. Will the images of these hours be able to make the left understand the difference between ""economic migrants"" and real refugees?"
215,2022-03-01 10:17:39,"fratelliditalia, cpac","Caring about who we are, knowing what we stand for, is all we need to face this challenge. We will awaken many others like us... and there will always be more of us. #fratelliditalia #cpac"
216,2022-02-27 16:12:27,"mainstream, people, cpac",We will not be part of their small circles because we prefer the squares and we will not be part of their #mainstream because we are on the side of the #people. We will not give up and we will fight them head on. #cpac
217,2022-02-23 13:18:25,"political, national, Italian",In #foreign policy we must always evaluate in relation to #national interest. This is what Fratelli d'Italia does: we are not the puppets of foreign leaders. The only thread we have is the one that binds us to the #Italian people.
218,2022-02-21 14:19:59,"work, Brothers of Italy, Chamber of Deputies","Unlike many others, we have never defended privileges. We are defending #work and entrepreneurs who had trusted the State and now have to fight tooth and nail to save their business. #fratelliditalia #cameradeideputati"
219,2022-02-20 17:31:35,greenpass,"The result of the #greenpass was only to manage to pit Italians against each other. And while Italy was busy taking the debate to extremes and creating discrimination, the other nations of the world started again."
220,2022-02-18 17:00:34,,We want to defend Italy 🇮🇹
221,2022-02-11 14:53:48,,Let it be clear to everyone: we will never form a government with the PD and with the left. Our values ​​are and will remain those of the right and center-right.
222,2022-02-10 19:07:13,,"Citizens and businesses crushed by the crisis and increases, but the priority of politics and the media is to demonize the only opposition to the government. Listen carefully to what is happening: don't be fooled."
223,2022-02-03 16:22:59,Brothers of Italy,"I don't subscribe to the ""either you adapt to the system or you don't count for anything"" policy. I fight this system. I don't bend. #Brothers of Italy"
